,filepath,height,width,h / w
31,./landmark_images/train/17.Changdeokgung/5a0abf9f3ed44345.jpg,533,800,0.666
32,./landmark_images/train/17.Changdeokgung/204880a77a2f5179.jpg,600,800,0.75
33,./landmark_images/train/17.Changdeokgung/1ac033cf9f83c0f9.jpg,533,800,0.666
34,./landmark_images/train/17.Changdeokgung/716ced12909ba2be.jpg,600,800,0.75
35,./landmark_images/train/17.Changdeokgung/1f49844ca78fa8cc.jpg,600,800,0.75
36,./landmark_images/train/17.Changdeokgung/0abec989cb14398f.jpg,600,800,0.75
37,./landmark_images/train/17.Changdeokgung/41b1a0b8a83e91c0.jpg,800,450,1.778
38,./landmark_images/train/17.Changdeokgung/638f1c6acdeb5a4d.jpg,600,800,0.75
39,./landmark_images/train/17.Changdeokgung/630c6e3e434d3e56.jpg,449,800,0.561
40,./landmark_images/train/17.Changdeokgung/6230f4a9a0aa7ecb.jpg,453,800,0.566
41,./landmark_images/train/17.Changdeokgung/613066e651cc42be.jpg,800,553,1.447
42,./landmark_images/train/17.Changdeokgung/60c9c02d199c20fe.jpg,600,800,0.75
43,./landmark_images/train/17.Changdeokgung/1d145e9a978e0d58.jpg,600,800,0.75
44,./landmark_images/train/17.Changdeokgung/027517dff895e9e2.jpg,533,800,0.666
45,./landmark_images/train/17.Changdeokgung/0c44dc2673f177ed.jpg,533,800,0.666
46,./landmark_images/train/17.Changdeokgung/515bb7a318af4978.jpg,600,800,0.75
47,./landmark_images/train/17.Changdeokgung/359585877fd03b16.jpg,518,800,0.648
48,./landmark_images/train/17.Changdeokgung/4040cda72255a3a9.jpg,719,799,0.9
49,./landmark_images/train/17.Changdeokgung/4514cb43cd47fc99.jpg,533,800,0.666
50,./landmark_images/train/17.Changdeokgung/1839ecdb71ef5e87.jpg,533,800,0.666
51,./landmark_images/train/17.Changdeokgung/1c1ee21c9e2650cd.jpg,532,800,0.665
52,./landmark_images/train/17.Changdeokgung/5a7366a54824b450.jpg,600,800,0.75
53,./landmark_images/train/17.Changdeokgung/26dec364d289a89d.jpg,533,800,0.666
54,./landmark_images/train/17.Changdeokgung/62385dd3ccbed4f7.jpg,600,800,0.75
55,./landmark_images/train/17.Changdeokgung/5b13f3e4ce6797b8.jpg,600,800,0.75
56,./landmark_images/train/17.Changdeokgung/459b398f8ceb683f.jpg,529,800,0.661
57,./landmark_images/train/17.Changdeokgung/62cdc7a4790c824d.jpg,800,529,1.512
58,./landmark_images/train/17.Changdeokgung/2259e0ba1cd714ff.jpg,600,800,0.75
59,./landmark_images/train/17.Changdeokgung/6fd6877f919d7e6b.jpg,600,800,0.75
60,./landmark_images/train/17.Changdeokgung/06620c723a496d5c.jpg,453,800,0.566
61,./landmark_images/train/17.Changdeokgung/5b9044e3c75acbde.jpg,533,800,0.666
62,./landmark_images/train/17.Changdeokgung/6a7fb2f54d9b696a.jpg,533,800,0.666
63,./landmark_images/train/17.Changdeokgung/73fee1c8380c840f.jpg,600,800,0.75
64,./landmark_images/train/17.Changdeokgung/306ca1d63dfc83f6.jpg,516,800,0.645
65,./landmark_images/train/17.Changdeokgung/18e4d42fef5efaaf.jpg,533,800,0.666
66,./landmark_images/train/17.Changdeokgung/36f32af734a23d30.jpg,533,800,0.666
67,./landmark_images/train/17.Changdeokgung/0fdfcda1b18f4b5b.jpg,532,800,0.665
68,./landmark_images/train/17.Changdeokgung/31fcc8af916bb4d5.jpg,533,800,0.666
69,./landmark_images/train/17.Changdeokgung/235a3a6940069ee7.jpg,533,800,0.666
70,./landmark_images/train/17.Changdeokgung/4c336973d739e91c.jpg,600,800,0.75
71,./landmark_images/train/17.Changdeokgung/4825dc442b2bb549.jpg,533,800,0.666
72,./landmark_images/train/17.Changdeokgung/56e97f98703348a3.jpg,509,800,0.636
73,./landmark_images/train/17.Changdeokgung/2aeba28af0d1d68d.jpg,534,800,0.668
74,./landmark_images/train/17.Changdeokgung/1b4668ea4d673f1b.jpg,533,800,0.666
75,./landmark_images/train/17.Changdeokgung/6b87e5c5609f0247.jpg,533,800,0.666
76,./landmark_images/train/17.Changdeokgung/3ebecac511361887.jpg,492,800,0.615
77,./landmark_images/train/17.Changdeokgung/0c08d74661804cde.jpg,600,800,0.75
78,./landmark_images/train/17.Changdeokgung/217685981ac84c23.jpg,529,800,0.661
79,./landmark_images/train/17.Changdeokgung/387fdb2b25c91bf2.jpg,600,800,0.75
80,./landmark_images/train/17.Changdeokgung/7bcf24ecdd45da91.jpg,531,800,0.664
81,./landmark_images/train/17.Changdeokgung/6f4b58b89ac8978d.jpg,533,800,0.666
82,./landmark_images/train/17.Changdeokgung/51774a5252c4a1f3.jpg,600,800,0.75
83,./landmark_images/train/17.Changdeokgung/2425c3f45afa444e.jpg,600,800,0.75
84,./landmark_images/train/17.Changdeokgung/1009193e7ed1d537.jpg,533,800,0.666
85,./landmark_images/train/17.Changdeokgung/1e85db814213e085.jpg,414,800,0.518
86,./landmark_images/train/17.Changdeokgung/4616eeb47d5c265d.jpg,600,800,0.75
87,./landmark_images/train/17.Changdeokgung/1aed04439460ed68.jpg,600,800,0.75
88,./landmark_images/train/17.Changdeokgung/57ee4c6298fe1d1e.jpg,533,800,0.666
89,./landmark_images/train/17.Changdeokgung/17bf99416e52e166.jpg,533,800,0.666
90,./landmark_images/train/17.Changdeokgung/50e385df359f42d0.jpg,600,800,0.75
91,./landmark_images/train/17.Changdeokgung/273fbdd7eeeeb2de.jpg,529,800,0.661
92,./landmark_images/train/17.Changdeokgung/3ac9bf1e0fcd555f.jpg,533,800,0.666
93,./landmark_images/train/17.Changdeokgung/4a0b913266fb8c1d.jpg,533,800,0.666
94,./landmark_images/train/17.Changdeokgung/03adf0c8c6bf6de2.jpg,521,799,0.652
95,./landmark_images/train/17.Changdeokgung/126b67f576550806.jpg,518,800,0.648
96,./landmark_images/train/17.Changdeokgung/542d5393673ea470.jpg,600,800,0.75
97,./landmark_images/train/17.Changdeokgung/73886b3db8a8a6f3.jpg,600,800,0.75
98,./landmark_images/train/17.Changdeokgung/3856ecbe4f38572d.jpg,512,800,0.64
99,./landmark_images/train/17.Changdeokgung/0e36e843c0330f2d.jpg,529,800,0.661
100,./landmark_images/train/22.Moscow_Raceway/07d4face8f100324.jpg,533,800,0.666
101,./landmark_images/train/22.Moscow_Raceway/7cabed6ce53808c5.jpg,800,533,1.501
102,./landmark_images/train/22.Moscow_Raceway/30f0bf13fd0c164f.jpg,533,800,0.666
103,./landmark_images/train/22.Moscow_Raceway/7177f450ec49a8cd.jpg,533,800,0.666
104,./landmark_images/train/22.Moscow_Raceway/0bcc459a049d732f.jpg,533,800,0.666
105,./landmark_images/train/22.Moscow_Raceway/2f09906a3a518fb9.jpg,533,800,0.666
106,./landmark_images/train/22.Moscow_Raceway/2ebe9b9d458406aa.jpg,800,533,1.501
107,./landmark_images/train/22.Moscow_Raceway/77cfd62f91ac5b5f.jpg,533,800,0.666
108,./landmark_images/train/22.Moscow_Raceway/532063c0cda02c89.jpg,533,800,0.666
109,./landmark_images/train/22.Moscow_Raceway/668fdad999de6f34.jpg,800,533,1.501
110,./landmark_images/train/22.Moscow_Raceway/2bf7f4ffdaf8b74a.jpg,533,800,0.666
111,./landmark_images/train/22.Moscow_Raceway/229b06026334213b.jpg,533,800,0.666
112,./landmark_images/train/22.Moscow_Raceway/4b9c61eb63a0d8dc.jpg,533,800,0.666
113,./landmark_images/train/22.Moscow_Raceway/23c7f28599924a4b.jpg,533,800,0.666
114,./landmark_images/train/22.Moscow_Raceway/7f4bb598eadca985.jpg,533,800,0.666
115,./landmark_images/train/22.Moscow_Raceway/08c09e0f0800aa45.jpg,533,800,0.666
116,./landmark_images/train/22.Moscow_Raceway/662d84a6df7638d4.jpg,533,800,0.666
117,./landmark_images/train/22.Moscow_Raceway/23c9d56ec95f3fef.jpg,533,800,0.666
118,./landmark_images/train/22.Moscow_Raceway/22ac50f2e2dfcba8.jpg,533,800,0.666
119,./landmark_images/train/22.Moscow_Raceway/624549140fbd008b.jpg,533,800,0.666
120,./landmark_images/train/22.Moscow_Raceway/630e5544f447341f.jpg,533,800,0.666
121,./landmark_images/train/22.Moscow_Raceway/37c026778e7c1cff.jpg,533,800,0.666
122,./landmark_images/train/22.Moscow_Raceway/48ead76a5ae05eb4.jpg,533,800,0.666
123,./landmark_images/train/22.Moscow_Raceway/0096457be8ddd467.jpg,533,800,0.666
124,./landmark_images/train/22.Moscow_Raceway/26c3b50f1712d47e.jpg,533,800,0.666
125,./landmark_images/train/22.Moscow_Raceway/2a38d2d940523793.jpg,533,800,0.666
126,./landmark_images/train/22.Moscow_Raceway/0bd23bffe4426fe8.jpg,533,800,0.666
127,./landmark_images/train/22.Moscow_Raceway/5df27766503cbc97.jpg,533,800,0.666
128,./landmark_images/train/22.Moscow_Raceway/24443a0d1ec419c5.jpg,533,800,0.666
129,./landmark_images/train/22.Moscow_Raceway/2b5dd9b373408055.jpg,533,800,0.666
130,./landmark_images/train/22.Moscow_Raceway/177eb2ec6402aa4e.jpg,533,800,0.666
131,./landmark_images/train/22.Moscow_Raceway/61592af6b751e103.jpg,533,800,0.666
132,./landmark_images/train/22.Moscow_Raceway/1c9fa12cd6470472.jpg,533,800,0.666
133,./landmark_images/train/22.Moscow_Raceway/3289d01f5997b8f4.jpg,533,800,0.666
134,./landmark_images/train/22.Moscow_Raceway/376e275fb40689c6.jpg,533,800,0.666
135,./landmark_images/train/22.Moscow_Raceway/19e75848d3e25a36.jpg,533,800,0.666
136,./landmark_images/train/22.Moscow_Raceway/06d5899c9789e9a0.jpg,600,800,0.75
137,./landmark_images/train/22.Moscow_Raceway/3fc34db12d1c7452.jpg,533,800,0.666
138,./landmark_images/train/22.Moscow_Raceway/513a7447983dccbf.jpg,600,800,0.75
139,./landmark_images/train/22.Moscow_Raceway/57931eef65478229.jpg,533,800,0.666
140,./landmark_images/train/22.Moscow_Raceway/79c3d729eb9bf0b0.jpg,533,800,0.666
141,./landmark_images/train/22.Moscow_Raceway/7beb728ccfc441fd.jpg,533,800,0.666
142,./landmark_images/train/22.Moscow_Raceway/542d812f178a84c3.jpg,533,800,0.666
143,./landmark_images/train/22.Moscow_Raceway/56f4f37e20410415.jpg,533,800,0.666
144,./landmark_images/train/22.Moscow_Raceway/31014cb3bce51b95.jpg,533,800,0.666
145,./landmark_images/train/22.Moscow_Raceway/30fcebaa1cec4bc4.jpg,450,800,0.562
146,./landmark_images/train/22.Moscow_Raceway/04ee8f678d2b1995.jpg,533,800,0.666
147,./landmark_images/train/22.Moscow_Raceway/3ef65ba0e9f41852.jpg,533,800,0.666
148,./landmark_images/train/22.Moscow_Raceway/67c15d2d9621ab8c.jpg,533,800,0.666
149,./landmark_images/train/22.Moscow_Raceway/481cf8c8661f4283.jpg,533,800,0.666
150,./landmark_images/train/22.Moscow_Raceway/1cfa6c14adb1779e.jpg,533,800,0.666
151,./landmark_images/train/22.Moscow_Raceway/7fa83f7477a7d371.jpg,533,800,0.666
152,./landmark_images/train/22.Moscow_Raceway/6ad7d36304efbc65.jpg,533,800,0.666
153,./landmark_images/train/22.Moscow_Raceway/6614f42ebd288d73.jpg,533,800,0.666
154,./landmark_images/train/22.Moscow_Raceway/4e9b2a3ae6d965a5.jpg,533,800,0.666
155,./landmark_images/train/22.Moscow_Raceway/3f924eaf9016e0e4.jpg,159,800,0.199
156,./landmark_images/train/22.Moscow_Raceway/3b204c50067409cd.jpg,533,800,0.666
157,./landmark_images/train/22.Moscow_Raceway/68d0ab6bb33b9f4b.jpg,533,800,0.666
158,./landmark_images/train/22.Moscow_Raceway/060f91667192cabb.jpg,533,800,0.666
159,./landmark_images/train/22.Moscow_Raceway/61e773ced7788286.jpg,285,800,0.356
160,./landmark_images/train/22.Moscow_Raceway/6cbe211d569e7e61.jpg,800,533,1.501
161,./landmark_images/train/22.Moscow_Raceway/4e03faea5a6d6b05.jpg,533,800,0.666
162,./landmark_images/train/22.Moscow_Raceway/1a3b3d7b43ad71f2.jpg,533,800,0.666
163,./landmark_images/train/22.Moscow_Raceway/2eefe03c69cbebf1.jpg,533,800,0.666
164,./landmark_images/train/22.Moscow_Raceway/65a86a159a823608.jpg,533,800,0.666
165,./landmark_images/train/22.Moscow_Raceway/1c2dff0f5ea674f7.jpg,533,800,0.666
166,./landmark_images/train/22.Moscow_Raceway/5e3f34db6db8a979.jpg,533,800,0.666
167,./landmark_images/train/22.Moscow_Raceway/36ee4dc46606bc90.jpg,533,800,0.666
168,./landmark_images/train/22.Moscow_Raceway/171c22d4213a7f78.jpg,533,800,0.666
169,./landmark_images/train/22.Moscow_Raceway/6cef861470abfc0a.jpg,533,800,0.666
170,./landmark_images/train/22.Moscow_Raceway/6a869b39b4cf2c4a.jpg,533,800,0.666
171,./landmark_images/train/22.Moscow_Raceway/37dd751cc425d5b5.jpg,533,800,0.666
172,./landmark_images/train/22.Moscow_Raceway/3471414c8c0eba5c.jpg,533,800,0.666
173,./landmark_images/train/22.Moscow_Raceway/4ac23330d81f857f.jpg,533,800,0.666
174,./landmark_images/train/22.Moscow_Raceway/2d78bdd6ca8c18e7.jpg,533,800,0.666
175,./landmark_images/train/22.Moscow_Raceway/39579004401d98bb.jpg,533,800,0.666
176,./landmark_images/train/22.Moscow_Raceway/6d8ead243804f265.jpg,533,800,0.666
177,./landmark_images/train/22.Moscow_Raceway/164cef9df4409859.jpg,531,800,0.664
178,./landmark_images/train/22.Moscow_Raceway/5267e327d7e531b6.jpg,533,800,0.666
179,./landmark_images/train/22.Moscow_Raceway/7b41028e7b44973f.jpg,533,800,0.666
180,./landmark_images/train/22.Moscow_Raceway/30db5fb451067fb9.jpg,533,800,0.666
181,./landmark_images/train/22.Moscow_Raceway/3afcb365e1e74d4b.jpg,216,800,0.27
182,./landmark_images/train/22.Moscow_Raceway/786550e84ca0144c.jpg,533,800,0.666
183,./landmark_images/train/22.Moscow_Raceway/7d66e0e75e72b6db.jpg,533,800,0.666
184,./landmark_images/train/22.Moscow_Raceway/6f5fab8bf313d97a.jpg,533,800,0.666
185,./landmark_images/train/22.Moscow_Raceway/56770d613a0de200.jpg,233,800,0.291
186,./landmark_images/train/22.Moscow_Raceway/36cf1e8edcbaa6d1.jpg,442,800,0.552
187,./landmark_images/train/22.Moscow_Raceway/4cb45797cc02211e.jpg,533,800,0.666
188,./landmark_images/train/22.Moscow_Raceway/644cd99cc26301eb.jpg,533,800,0.666
189,./landmark_images/train/22.Moscow_Raceway/71cd944f476ccbe7.jpg,533,800,0.666
190,./landmark_images/train/22.Moscow_Raceway/38581666963c0781.jpg,533,800,0.666
191,./landmark_images/train/22.Moscow_Raceway/41386b543161f85e.jpg,533,800,0.666
192,./landmark_images/train/22.Moscow_Raceway/4cbcebe76cc35c47.jpg,533,800,0.666
193,./landmark_images/train/22.Moscow_Raceway/497fbf843d9e5711.jpg,533,800,0.666
194,./landmark_images/train/22.Moscow_Raceway/44ae1d4d388c764b.jpg,533,800,0.666
195,./landmark_images/train/22.Moscow_Raceway/587478bff17891bd.jpg,533,800,0.666
196,./landmark_images/train/22.Moscow_Raceway/0f53ef3fa49a9c24.jpg,533,800,0.666
197,./landmark_images/train/22.Moscow_Raceway/63e9a2eee13f30db.jpg,533,800,0.666
198,./landmark_images/train/22.Moscow_Raceway/7a2a98a95057cb59.jpg,533,800,0.666
199,./landmark_images/train/22.Moscow_Raceway/5e42d27949338a89.jpg,533,800,0.666
200,./landmark_images/train/31.Washington_Monument/07afd8cd9c67d454.jpg,800,600,1.333
201,./landmark_images/train/31.Washington_Monument/4d58758c6cb89999.jpg,561,748,0.75
202,./landmark_images/train/31.Washington_Monument/2d8c44958722a6d1.jpg,445,800,0.556
203,./landmark_images/train/31.Washington_Monument/600c31f40aa850a4.jpg,533,800,0.666
204,./landmark_images/train/31.Washington_Monument/114ebff259db9d67.jpg,800,800,1.0
205,./landmark_images/train/31.Washington_Monument/3d846e90929e5b6e.jpg,600,800,0.75
206,./landmark_images/train/31.Washington_Monument/7cfa7a9e8ac39d88.jpg,800,533,1.501
207,./landmark_images/train/31.Washington_Monument/4fa15e47765d23df.jpg,529,800,0.661
208,./landmark_images/train/31.Washington_Monument/0fae78808fc03d6d.jpg,800,450,1.778
209,./landmark_images/train/31.Washington_Monument/12d2f1b4f1cb858d.jpg,528,800,0.66
210,./landmark_images/train/31.Washington_Monument/2b2e6fcf0f353441.jpg,600,800,0.75
211,./landmark_images/train/31.Washington_Monument/56b82af8528bf92b.jpg,531,800,0.664
212,./landmark_images/train/31.Washington_Monument/5b7e09fcbee3671c.jpg,800,533,1.501
213,./landmark_images/train/31.Washington_Monument/7514d16a0fa26c70.jpg,800,535,1.495
214,./landmark_images/train/31.Washington_Monument/33fabd0a84cb5227.jpg,800,533,1.501
215,./landmark_images/train/31.Washington_Monument/11445ab7bcca8e0e.jpg,800,600,1.333
216,./landmark_images/train/31.Washington_Monument/26dff887e49c8c62.jpg,600,800,0.75
217,./landmark_images/train/31.Washington_Monument/017d4de4aad26ffd.jpg,800,600,1.333
218,./landmark_images/train/31.Washington_Monument/1aa6710e361bb350.jpg,529,800,0.661
219,./landmark_images/train/31.Washington_Monument/0f2416ba8de0a3fa.jpg,508,800,0.635
220,./landmark_images/train/31.Washington_Monument/56f21a4c4ee85052.jpg,800,600,1.333
221,./landmark_images/train/31.Washington_Monument/401c223f3fbd7d78.jpg,600,800,0.75
222,./landmark_images/train/31.Washington_Monument/42d992797db95ab8.jpg,600,800,0.75
223,./landmark_images/train/31.Washington_Monument/155d14e729c5241b.jpg,800,600,1.333
224,./landmark_images/train/31.Washington_Monument/41d10c1a3f36bfec.jpg,800,565,1.416
225,./landmark_images/train/31.Washington_Monument/7cc753839a0beca8.jpg,800,589,1.358
226,./landmark_images/train/31.Washington_Monument/4e100e42c01ccba7.jpg,401,800,0.501
227,./landmark_images/train/31.Washington_Monument/2574bf6e6e27904d.jpg,600,800,0.75
228,./landmark_images/train/31.Washington_Monument/155b40fbf7ec216e.jpg,800,600,1.333
229,./landmark_images/train/31.Washington_Monument/6e2875028726ec34.jpg,452,800,0.565
230,./landmark_images/train/31.Washington_Monument/426d855f07218f0d.jpg,800,600,1.333
231,./landmark_images/train/31.Washington_Monument/74600e6c4e6e9fcd.jpg,547,800,0.684
232,./landmark_images/train/31.Washington_Monument/363fc9a0071d0104.jpg,472,800,0.59
233,./landmark_images/train/31.Washington_Monument/07ed1915eefcab4f.jpg,800,600,1.333
234,./landmark_images/train/31.Washington_Monument/565f08117110c10d.jpg,800,600,1.333
235,./landmark_images/train/31.Washington_Monument/73019166454cc0c2.jpg,533,800,0.666
236,./landmark_images/train/31.Washington_Monument/2d1f3a744f6b638d.jpg,800,533,1.501
237,./landmark_images/train/31.Washington_Monument/580b0545997af672.jpg,800,600,1.333
238,./landmark_images/train/31.Washington_Monument/2dd0865e61850baf.jpg,640,480,1.333
239,./landmark_images/train/31.Washington_Monument/58370a580748cb47.jpg,533,800,0.666
240,./landmark_images/train/31.Washington_Monument/0679e58207523ea5.jpg,800,531,1.507
241,./landmark_images/train/31.Washington_Monument/5b2395a3792d29b1.jpg,800,533,1.501
242,./landmark_images/train/31.Washington_Monument/538e8de87656038d.jpg,728,596,1.221
243,./landmark_images/train/31.Washington_Monument/17b2b52ec28a9092.jpg,531,800,0.664
244,./landmark_images/train/31.Washington_Monument/0e62eb2ff230b154.jpg,450,799,0.563
245,./landmark_images/train/31.Washington_Monument/6508eeb869c20a6c.jpg,600,800,0.75
246,./landmark_images/train/31.Washington_Monument/37a30157ada4f654.jpg,800,616,1.299
247,./landmark_images/train/31.Washington_Monument/7c46c563ebc49aaf.jpg,799,533,1.499
248,./landmark_images/train/31.Washington_Monument/13479dbcc472a787.jpg,599,800,0.749
249,./landmark_images/train/31.Washington_Monument/39964caeff164e18.jpg,800,600,1.333
250,./landmark_images/train/31.Washington_Monument/0af0b3c37a5242ec.jpg,800,600,1.333
251,./landmark_images/train/31.Washington_Monument/1cbc088c0a6cf244.jpg,800,533,1.501
252,./landmark_images/train/31.Washington_Monument/376a3d418ce1a786.jpg,533,800,0.666
253,./landmark_images/train/31.Washington_Monument/5afcdcc10a942f3e.jpg,600,800,0.75
254,./landmark_images/train/31.Washington_Monument/72d0ff061ca8878e.jpg,600,800,0.75
255,./landmark_images/train/31.Washington_Monument/6f615ea2d5c30aef.jpg,600,800,0.75
256,./landmark_images/train/31.Washington_Monument/48cea4f8f69255c2.jpg,541,799,0.677
257,./landmark_images/train/31.Washington_Monument/30f3307b2d02fa92.jpg,798,650,1.228
258,./landmark_images/train/31.Washington_Monument/539d2defcf0bdafb.jpg,533,800,0.666
259,./landmark_images/train/31.Washington_Monument/2ae6597f6a1a7aad.jpg,533,800,0.666
260,./landmark_images/train/31.Washington_Monument/5a2bb24325e35f94.jpg,800,532,1.504
261,./landmark_images/train/31.Washington_Monument/10efd8c6d66d54da.jpg,600,800,0.75
262,./landmark_images/train/31.Washington_Monument/7b02e842b4ab828d.jpg,800,529,1.512
263,./landmark_images/train/31.Washington_Monument/3220f92a07284208.jpg,720,536,1.343
264,./landmark_images/train/31.Washington_Monument/01cdba4fa5f36fcd.jpg,533,800,0.666
265,./landmark_images/train/31.Washington_Monument/6cf9522bb96af2f6.jpg,533,800,0.666
266,./landmark_images/train/31.Washington_Monument/76b000e2723a400f.jpg,800,529,1.512
267,./landmark_images/train/31.Washington_Monument/77027e602434aee5.jpg,452,800,0.565
268,./landmark_images/train/31.Washington_Monument/6ee5fea63e16ab1b.jpg,600,800,0.75
269,./landmark_images/train/31.Washington_Monument/62f5cc3596a4dfd7.jpg,800,544,1.471
270,./landmark_images/train/31.Washington_Monument/4d7f21410a6cde04.jpg,800,600,1.333
271,./landmark_images/train/31.Washington_Monument/182e806b992cc216.jpg,600,800,0.75
272,./landmark_images/train/31.Washington_Monument/1aa18966ddb7cc21.jpg,800,600,1.333
273,./landmark_images/train/31.Washington_Monument/0632b81fcce7d0d6.jpg,533,800,0.666
274,./landmark_images/train/31.Washington_Monument/00b57ff59ae5a571.jpg,533,800,0.666
275,./landmark_images/train/31.Washington_Monument/1ee264c6d18b34f8.jpg,800,520,1.538
276,./landmark_images/train/31.Washington_Monument/18457a6b40c33cbc.jpg,800,600,1.333
277,./landmark_images/train/31.Washington_Monument/6d82d7897ee479ad.jpg,533,800,0.666
278,./landmark_images/train/31.Washington_Monument/0ff341b38a276c20.jpg,600,800,0.75
279,./landmark_images/train/31.Washington_Monument/75971db71e7dd818.jpg,800,533,1.501
280,./landmark_images/train/31.Washington_Monument/02351b6c2bbcc3c4.jpg,600,800,0.75
281,./landmark_images/train/31.Washington_Monument/29649670fe3e1a45.jpg,800,600,1.333
282,./landmark_images/train/31.Washington_Monument/7c7b89353198bdbf.jpg,533,800,0.666
283,./landmark_images/train/31.Washington_Monument/5686cc47cad95d46.jpg,800,529,1.512
284,./landmark_images/train/31.Washington_Monument/1e9c5865a51586cc.jpg,600,800,0.75
285,./landmark_images/train/31.Washington_Monument/5d82a5b7469d6282.jpg,800,514,1.556
286,./landmark_images/train/31.Washington_Monument/2e8778551bebe685.jpg,562,422,1.332
287,./landmark_images/train/31.Washington_Monument/2a52875294b203f3.jpg,800,600,1.333
288,./landmark_images/train/31.Washington_Monument/2a50ea1ee051dee1.jpg,529,800,0.661
289,./landmark_images/train/31.Washington_Monument/1c3f5d3fca933cdf.jpg,800,533,1.501
290,./landmark_images/train/31.Washington_Monument/02d69e53bfd35e6a.jpg,800,600,1.333
291,./landmark_images/train/31.Washington_Monument/02799752fbcfcce0.jpg,571,800,0.714
292,./landmark_images/train/31.Washington_Monument/0c08702bd8a7b8ad.jpg,530,800,0.662
293,./landmark_images/train/31.Washington_Monument/2c25214db4372c97.jpg,800,533,1.501
294,./landmark_images/train/31.Washington_Monument/61282165f7807c89.jpg,400,286,1.399
295,./landmark_images/train/31.Washington_Monument/08f8f557dd42aa9e.jpg,800,533,1.501
296,./landmark_images/train/31.Washington_Monument/527f83aba467269e.jpg,533,800,0.666
297,./landmark_images/train/31.Washington_Monument/2059349289e21e0c.jpg,800,548,1.46
298,./landmark_images/train/31.Washington_Monument/4bc791cc0853e594.jpg,533,800,0.666
299,./landmark_images/train/31.Washington_Monument/28a78a4ab895f138.jpg,800,533,1.501
300,./landmark_images/train/25.Banff_National_Park/3bb3ada5f94104d9.jpg,600,800,0.75
301,./landmark_images/train/25.Banff_National_Park/0fa40b9b5015faec.jpg,487,800,0.609
302,./landmark_images/train/25.Banff_National_Park/076d6d7b752c1be2.jpg,531,800,0.664
303,./landmark_images/train/25.Banff_National_Park/287e33430a2212e6.jpg,533,800,0.666
304,./landmark_images/train/25.Banff_National_Park/2f4452bc3dba134b.jpg,800,532,1.504
305,./landmark_images/train/25.Banff_National_Park/46ee65ffc5020b94.jpg,800,650,1.231
306,./landmark_images/train/25.Banff_National_Park/493d1aaa14189952.jpg,533,800,0.666
307,./landmark_images/train/25.Banff_National_Park/402d6fa07643ce2b.jpg,529,800,0.661
