,filepath,height,width,h / w
65,./landmark_images/test/31.Washington_Monument/5edca8e1bac2a738.jpg,535,800,0.669
66,./landmark_images/test/31.Washington_Monument/6fda7d9b1932dbc7.jpg,800,535,1.495
67,./landmark_images/test/31.Washington_Monument/5aa9ae7d02df2b24.jpg,533,800,0.666
68,./landmark_images/test/31.Washington_Monument/3f92ba97b309ced8.jpg,452,800,0.565
69,./landmark_images/test/31.Washington_Monument/3459ae2e305068ce.jpg,600,800,0.75
70,./landmark_images/test/31.Washington_Monument/5c589943f36b3cb0.jpg,800,782,1.023
71,./landmark_images/test/31.Washington_Monument/1d18a23956807778.jpg,800,406,1.97
72,./landmark_images/test/31.Washington_Monument/1a6c1b0294f97574.jpg,600,800,0.75
73,./landmark_images/test/31.Washington_Monument/392e00ba9680f461.jpg,800,529,1.512
74,./landmark_images/test/31.Washington_Monument/426438fb22fe84b9.jpg,600,800,0.75
75,./landmark_images/test/25.Banff_National_Park/22ae04f550a0b0e0.jpg,535,800,0.669
76,./landmark_images/test/25.Banff_National_Park/186917cb643085ed.jpg,800,533,1.501
77,./landmark_images/test/25.Banff_National_Park/32bf3f43a8fd69a6.jpg,600,800,0.75
78,./landmark_images/test/25.Banff_National_Park/23606115d0dbb036.jpg,533,799,0.667
79,./landmark_images/test/25.Banff_National_Park/45ead7b141b0206b.jpg,800,640,1.25
80,./landmark_images/test/25.Banff_National_Park/5ce79e713d892b83.jpg,529,800,0.661
81,./landmark_images/test/25.Banff_National_Park/44ccbf23cca0011d.jpg,800,600,1.333
82,./landmark_images/test/25.Banff_National_Park/1186890b54a70f99.jpg,533,800,0.666
83,./landmark_images/test/25.Banff_National_Park/182da82f82e6a787.jpg,492,800,0.615
84,./landmark_images/test/25.Banff_National_Park/5088574f92fb2912.jpg,600,800,0.75
85,./landmark_images/test/25.Banff_National_Park/325bd3ed94a6bbd3.jpg,600,800,0.75
86,./landmark_images/test/25.Banff_National_Park/7f1242fc19c69e0a.jpg,533,800,0.666
87,./landmark_images/test/25.Banff_National_Park/2dba3c3015a4b703.jpg,800,532,1.504
88,./landmark_images/test/25.Banff_National_Park/384548c828a652a6.jpg,600,800,0.75
89,./landmark_images/test/25.Banff_National_Park/2b23154ffd5382ff.jpg,600,800,0.75
90,./landmark_images/test/25.Banff_National_Park/50dc25f17ec78846.jpg,533,800,0.666
91,./landmark_images/test/25.Banff_National_Park/58be13a78fb22d04.jpg,529,800,0.661
92,./landmark_images/test/25.Banff_National_Park/7dfe634f89117a3b.jpg,600,800,0.75
93,./landmark_images/test/25.Banff_National_Park/122d78546a95df96.jpg,533,800,0.666
94,./landmark_images/test/25.Banff_National_Park/58c9a4141a01bdf3.jpg,533,800,0.666
95,./landmark_images/test/25.Banff_National_Park/30d5286df9f064ec.jpg,533,800,0.666
96,./landmark_images/test/25.Banff_National_Park/4095e61a71b4e958.jpg,800,533,1.501
97,./landmark_images/test/25.Banff_National_Park/7b98803bd162e951.jpg,533,800,0.666
98,./landmark_images/test/25.Banff_National_Park/64c3eb5b2886afa7.jpg,600,800,0.75
99,./landmark_images/test/25.Banff_National_Park/197bc35a1b111c15.jpg,453,800,0.566
100,./landmark_images/test/02.Ljubljana_Castle/1bafa4266447ca3c.jpg,450,800,0.562
101,./landmark_images/test/02.Ljubljana_Castle/1864f16ae268c5ba.jpg,450,800,0.562
102,./landmark_images/test/02.Ljubljana_Castle/6eafeab9c5b50e93.jpg,450,800,0.562
103,./landmark_images/test/02.Ljubljana_Castle/6f7c9eec90812782.jpg,450,800,0.562
104,./landmark_images/test/02.Ljubljana_Castle/676b3cd8a7530fb1.jpg,800,518,1.544
105,./landmark_images/test/02.Ljubljana_Castle/7988336100e20a75.jpg,600,800,0.75
106,./landmark_images/test/02.Ljubljana_Castle/1552f52e553ac831.jpg,450,800,0.562
107,./landmark_images/test/02.Ljubljana_Castle/00a5e433e69eddc0.jpg,450,800,0.562
108,./landmark_images/test/02.Ljubljana_Castle/156c8bb6ea5f4a4b.jpg,450,800,0.562
109,./landmark_images/test/02.Ljubljana_Castle/137fb9f99e30b1dc.jpg,450,800,0.562
110,./landmark_images/test/02.Ljubljana_Castle/59a246655de264ae.jpg,600,800,0.75
111,./landmark_images/test/02.Ljubljana_Castle/291d82ec697b7b06.jpg,450,800,0.562
112,./landmark_images/test/02.Ljubljana_Castle/73db4a817480dca5.jpg,531,800,0.664
113,./landmark_images/test/02.Ljubljana_Castle/708ec2575836a94f.jpg,533,800,0.666
114,./landmark_images/test/02.Ljubljana_Castle/3b04f5885f32024a.jpg,450,800,0.562
115,./landmark_images/test/02.Ljubljana_Castle/522c5eb1563e6fb7.jpg,450,800,0.562
116,./landmark_images/test/02.Ljubljana_Castle/5107b035c98de320.jpg,600,800,0.75
117,./landmark_images/test/02.Ljubljana_Castle/5022aff2139fdf8d.jpg,450,800,0.562
118,./landmark_images/test/02.Ljubljana_Castle/260d79bf5f6d0139.jpg,450,800,0.562
119,./landmark_images/test/02.Ljubljana_Castle/39f6a23ddc9b4b55.jpg,800,533,1.501
120,./landmark_images/test/02.Ljubljana_Castle/72e501cb30a69447.jpg,450,800,0.562
121,./landmark_images/test/02.Ljubljana_Castle/79134ea9f3edde43.jpg,800,600,1.333
122,./landmark_images/test/02.Ljubljana_Castle/744bce887a251e91.jpg,450,800,0.562
123,./landmark_images/test/02.Ljubljana_Castle/755865f1ff4d389e.jpg,450,800,0.562
124,./landmark_images/test/02.Ljubljana_Castle/4793d6e559982c1e.jpg,450,800,0.562
125,./landmark_images/test/35.Monumento_a_la_Revolucion/7d09acf0b06b736c.jpg,600,800,0.75
126,./landmark_images/test/35.Monumento_a_la_Revolucion/7d523a0ffef38549.jpg,535,800,0.669
127,./landmark_images/test/35.Monumento_a_la_Revolucion/1c793b20cdbb8b11.jpg,533,800,0.666
128,./landmark_images/test/35.Monumento_a_la_Revolucion/0fb22a2154b12722.jpg,240,320,0.75
129,./landmark_images/test/35.Monumento_a_la_Revolucion/63e7bff159779c58.jpg,600,800,0.75
130,./landmark_images/test/35.Monumento_a_la_Revolucion/2eaf8a685bf8b2e2.jpg,600,800,0.75
131,./landmark_images/test/35.Monumento_a_la_Revolucion/040548bbb9dc7425.jpg,600,800,0.75
132,./landmark_images/test/35.Monumento_a_la_Revolucion/1e04ab835bbb8320.jpg,600,800,0.75
133,./landmark_images/test/35.Monumento_a_la_Revolucion/3013feaec78d5352.jpg,800,450,1.778
134,./landmark_images/test/35.Monumento_a_la_Revolucion/662a6d6985e81d75.jpg,800,616,1.299
135,./landmark_images/test/35.Monumento_a_la_Revolucion/4b8c0aaedb26f401.jpg,600,800,0.75
136,./landmark_images/test/35.Monumento_a_la_Revolucion/0140eb5a977bcea6.jpg,800,600,1.333
137,./landmark_images/test/35.Monumento_a_la_Revolucion/57ae5d0f31394c5a.jpg,480,640,0.75
138,./landmark_images/test/35.Monumento_a_la_Revolucion/4b5e7eaa7411ec7c.jpg,600,800,0.75
139,./landmark_images/test/35.Monumento_a_la_Revolucion/180cc7e6f2bfe0bb.jpg,800,535,1.495
140,./landmark_images/test/35.Monumento_a_la_Revolucion/7362be7ad1357d07.jpg,450,800,0.562
141,./landmark_images/test/35.Monumento_a_la_Revolucion/69233cc3fe81059b.jpg,537,800,0.671
142,./landmark_images/test/35.Monumento_a_la_Revolucion/43ce4346a59c0353.jpg,600,800,0.75
143,./landmark_images/test/35.Monumento_a_la_Revolucion/4b3ce01cc9cbaa8c.jpg,800,600,1.333
144,./landmark_images/test/35.Monumento_a_la_Revolucion/28baa1f91187e296.jpg,800,600,1.333
145,./landmark_images/test/35.Monumento_a_la_Revolucion/4d14611e8919d505.jpg,533,800,0.666
146,./landmark_images/test/35.Monumento_a_la_Revolucion/5f1c0db447dfb05f.jpg,537,800,0.671
147,./landmark_images/test/35.Monumento_a_la_Revolucion/120e57be03601683.jpg,450,800,0.562
148,./landmark_images/test/35.Monumento_a_la_Revolucion/2e8cfa0d7bd8c23e.jpg,800,594,1.347
149,./landmark_images/test/35.Monumento_a_la_Revolucion/5e13940bae12e175.jpg,600,800,0.75
150,./landmark_images/test/16.Eiffel_Tower/2d25fcc33e319dda.jpg,533,800,0.666
151,./landmark_images/test/16.Eiffel_Tower/26f82dab964ef649.jpg,800,439,1.822
152,./landmark_images/test/16.Eiffel_Tower/1d1b7350bd51f3fc.jpg,800,600,1.333
153,./landmark_images/test/16.Eiffel_Tower/5ad80dcbdbba91b6.jpg,450,800,0.562
154,./landmark_images/test/16.Eiffel_Tower/71aa1d53bc6f9198.jpg,799,628,1.272
155,./landmark_images/test/16.Eiffel_Tower/17ef15b876d5bcbd.jpg,800,600,1.333
156,./landmark_images/test/16.Eiffel_Tower/3eee787a6bbb2d03.jpg,533,800,0.666
157,./landmark_images/test/16.Eiffel_Tower/3828627c8730f160.jpg,800,533,1.501
158,./landmark_images/test/16.Eiffel_Tower/62d4f60069856c34.jpg,450,800,0.562
159,./landmark_images/test/16.Eiffel_Tower/4fb924d9a0313c07.jpg,450,800,0.562
160,./landmark_images/test/16.Eiffel_Tower/1862e81bd7c3121a.jpg,450,800,0.562
161,./landmark_images/test/16.Eiffel_Tower/72036f7d149b8d8e.jpg,526,800,0.658
162,./landmark_images/test/16.Eiffel_Tower/4bd563c59764af05.jpg,533,800,0.666
163,./landmark_images/test/16.Eiffel_Tower/3b29af5d2f08c164.jpg,800,534,1.498
164,./landmark_images/test/16.Eiffel_Tower/58d099b15ee74b73.jpg,533,800,0.666
165,./landmark_images/test/16.Eiffel_Tower/316c1a027d414a43.jpg,600,800,0.75
166,./landmark_images/test/16.Eiffel_Tower/065ef352cf97f8c3.jpg,600,800,0.75
167,./landmark_images/test/16.Eiffel_Tower/0a9146ab47a7a68d.jpg,534,800,0.668
168,./landmark_images/test/16.Eiffel_Tower/682c2a71f5fdf970.jpg,600,800,0.75
169,./landmark_images/test/16.Eiffel_Tower/37fdaed962a8fa5c.jpg,800,533,1.501
170,./landmark_images/test/16.Eiffel_Tower/50066b5987903a45.jpg,600,800,0.75
171,./landmark_images/test/16.Eiffel_Tower/4d5545525a2ec91c.jpg,600,800,0.75
172,./landmark_images/test/16.Eiffel_Tower/123f0105ff530f43.jpg,800,529,1.512
173,./landmark_images/test/16.Eiffel_Tower/6f694799da1bdde9.jpg,600,800,0.75
174,./landmark_images/test/16.Eiffel_Tower/2328bfff757f5820.jpg,800,449,1.782
175,./landmark_images/test/05.London_Olympic_Stadium/78f062f553025615.jpg,628,800,0.785
176,./landmark_images/test/05.London_Olympic_Stadium/76b76b4d4cc3d8b3.jpg,453,800,0.566
177,./landmark_images/test/05.London_Olympic_Stadium/6273139739b7361d.jpg,449,800,0.561
178,./landmark_images/test/05.London_Olympic_Stadium/0b93795b98ea2c7b.jpg,450,800,0.562
179,./landmark_images/test/05.London_Olympic_Stadium/1541a0e6a0cb842f.jpg,600,800,0.75
180,./landmark_images/test/05.London_Olympic_Stadium/7fb78f6d86f14f02.jpg,448,800,0.56
181,./landmark_images/test/05.London_Olympic_Stadium/4b88382344b27f9f.jpg,533,800,0.666
182,./landmark_images/test/05.London_Olympic_Stadium/2734e428e0306079.jpg,448,800,0.56
183,./landmark_images/test/05.London_Olympic_Stadium/51c838c515eb3a76.jpg,449,800,0.561
184,./landmark_images/test/05.London_Olympic_Stadium/7b91fbbdd51d929f.jpg,533,800,0.666
185,./landmark_images/test/05.London_Olympic_Stadium/39b3321e54325f4f.jpg,448,800,0.56
186,./landmark_images/test/05.London_Olympic_Stadium/32f3f7a848ef8cb6.jpg,450,800,0.562
187,./landmark_images/test/05.London_Olympic_Stadium/6a159a8d71734989.jpg,447,800,0.559
188,./landmark_images/test/05.London_Olympic_Stadium/51f2c08c8ec6e206.jpg,448,800,0.56
189,./landmark_images/test/05.London_Olympic_Stadium/20c6c6a0f7ba5270.jpg,450,800,0.562
190,./landmark_images/test/05.London_Olympic_Stadium/3a2f20f2f31aa5a2.jpg,531,800,0.664
191,./landmark_images/test/05.London_Olympic_Stadium/061669009af81fe7.jpg,451,800,0.564
192,./landmark_images/test/05.London_Olympic_Stadium/48f04c2d50d84627.jpg,450,800,0.562
193,./landmark_images/test/05.London_Olympic_Stadium/78be36b774c5a6a7.jpg,533,800,0.666
194,./landmark_images/test/05.London_Olympic_Stadium/62bcc099ba9e4dd0.jpg,800,600,1.333
195,./landmark_images/test/05.London_Olympic_Stadium/63a2a1d2880a8b9c.jpg,531,800,0.664
196,./landmark_images/test/05.London_Olympic_Stadium/2b924dbe0974d3ea.jpg,480,640,0.75
197,./landmark_images/test/05.London_Olympic_Stadium/18d79e034fd63892.jpg,600,800,0.75
198,./landmark_images/test/05.London_Olympic_Stadium/1e6d97f17ba8e137.jpg,448,799,0.561
199,./landmark_images/test/05.London_Olympic_Stadium/4055a61aec649eca.jpg,628,800,0.785
200,./landmark_images/test/48.Whitby_Abbey/767a609b7770ddc8.jpg,480,640,0.75
201,./landmark_images/test/48.Whitby_Abbey/5149d40ef52bc178.jpg,449,800,0.561
202,./landmark_images/test/48.Whitby_Abbey/015a4240debf06ae.jpg,600,800,0.75
203,./landmark_images/test/48.Whitby_Abbey/725134245e9395f9.jpg,480,640,0.75
204,./landmark_images/test/48.Whitby_Abbey/75dc03b37fea0ae4.jpg,481,800,0.601
205,./landmark_images/test/48.Whitby_Abbey/0179b997ab97d3e6.jpg,529,800,0.661
206,./landmark_images/test/48.Whitby_Abbey/2255ebbf211147b9.jpg,800,533,1.501
207,./landmark_images/test/48.Whitby_Abbey/768d85a370bc7fab.jpg,640,480,1.333
208,./landmark_images/test/48.Whitby_Abbey/0c62f00b39b2f746.jpg,600,800,0.75
209,./landmark_images/test/48.Whitby_Abbey/78454b7b75809d78.jpg,600,800,0.75
210,./landmark_images/test/48.Whitby_Abbey/669f2137fc5e4068.jpg,640,480,1.333
211,./landmark_images/test/48.Whitby_Abbey/293bfdb7e3e6452b.jpg,526,800,0.658
212,./landmark_images/test/48.Whitby_Abbey/68325e2cf2f7920e.jpg,533,800,0.666
213,./landmark_images/test/48.Whitby_Abbey/279452718faaa321.jpg,600,800,0.75
214,./landmark_images/test/48.Whitby_Abbey/3ef2e9b6cd8a934d.jpg,800,517,1.547
215,./landmark_images/test/48.Whitby_Abbey/043609569f601445.jpg,800,600,1.333
216,./landmark_images/test/48.Whitby_Abbey/5dd8804fb4c67bb0.jpg,543,800,0.679
217,./landmark_images/test/48.Whitby_Abbey/6c8b049b15bfae4f.jpg,480,640,0.75
218,./landmark_images/test/48.Whitby_Abbey/47a015ccf9b30fe7.jpg,600,800,0.75
219,./landmark_images/test/48.Whitby_Abbey/569bacc3f0ec20d5.jpg,600,800,0.75
220,./landmark_images/test/48.Whitby_Abbey/2b6f49ff0269d971.jpg,800,600,1.333
221,./landmark_images/test/48.Whitby_Abbey/232866fb24e9808d.jpg,480,640,0.75
222,./landmark_images/test/48.Whitby_Abbey/7376a9a90ac42795.jpg,600,800,0.75
223,./landmark_images/test/48.Whitby_Abbey/2e7c8b98f10d5263.jpg,548,800,0.685
224,./landmark_images/test/48.Whitby_Abbey/376e025c0da1b4b6.jpg,558,800,0.698
225,./landmark_images/test/10.Edinburgh_Castle/3a7fe375838f07f0.jpg,532,800,0.665
226,./landmark_images/test/10.Edinburgh_Castle/6075b9ebd3dda5e4.jpg,601,800,0.751
227,./landmark_images/test/10.Edinburgh_Castle/19eab04e683dfe4a.jpg,531,800,0.664
228,./landmark_images/test/10.Edinburgh_Castle/53a8011a771b1793.jpg,600,800,0.75
229,./landmark_images/test/10.Edinburgh_Castle/56fe194601f8ae9c.jpg,600,800,0.75
230,./landmark_images/test/10.Edinburgh_Castle/4e1dfb61d2077e4e.jpg,479,640,0.748
231,./landmark_images/test/10.Edinburgh_Castle/6a01a24e6cd64f1e.jpg,800,600,1.333
232,./landmark_images/test/10.Edinburgh_Castle/51ca588eb0559dc5.jpg,600,800,0.75
233,./landmark_images/test/10.Edinburgh_Castle/7dd81e3ac1cb8982.jpg,450,800,0.562
234,./landmark_images/test/10.Edinburgh_Castle/728f480c0beaf6a2.jpg,600,800,0.75
235,./landmark_images/test/10.Edinburgh_Castle/018f5507ffbee925.jpg,533,800,0.666
236,./landmark_images/test/10.Edinburgh_Castle/2f32d2d36ce9cbea.jpg,358,800,0.448
237,./landmark_images/test/10.Edinburgh_Castle/778aafd944de6ba6.jpg,800,600,1.333
238,./landmark_images/test/10.Edinburgh_Castle/1ac266642bca9a1b.jpg,600,800,0.75
239,./landmark_images/test/10.Edinburgh_Castle/4dc2e09ffe5590a1.jpg,640,640,1.0
240,./landmark_images/test/10.Edinburgh_Castle/6c9d4d00d14e1d81.jpg,577,800,0.721
241,./landmark_images/test/10.Edinburgh_Castle/4639a818b42c5eb8.jpg,600,800,0.75
242,./landmark_images/test/10.Edinburgh_Castle/213f0001416f750d.jpg,532,800,0.665
243,./landmark_images/test/10.Edinburgh_Castle/6450a01096fdfb19.jpg,600,800,0.75
244,./landmark_images/test/10.Edinburgh_Castle/0ac1ab085a70b7a3.jpg,452,800,0.565
245,./landmark_images/test/10.Edinburgh_Castle/5152130c1eb6f072.jpg,450,800,0.562
246,./landmark_images/test/10.Edinburgh_Castle/7ec798c551531267.jpg,450,800,0.562
247,./landmark_images/test/10.Edinburgh_Castle/0e4ed16f94f3f231.jpg,533,800,0.666
248,./landmark_images/test/10.Edinburgh_Castle/75f61ac974cbc061.jpg,601,800,0.751
249,./landmark_images/test/10.Edinburgh_Castle/71dc66874cb1f999.jpg,601,800,0.751
250,./landmark_images/test/43.Gullfoss_Falls/5f456fc6bcb25666.jpg,450,800,0.562
251,./landmark_images/test/43.Gullfoss_Falls/6befad3903d6ed17.jpg,800,600,1.333
252,./landmark_images/test/43.Gullfoss_Falls/6c9f4b0cc0344513.jpg,800,533,1.501
253,./landmark_images/test/43.Gullfoss_Falls/5c1d0b53fce01610.jpg,213,800,0.266
254,./landmark_images/test/43.Gullfoss_Falls/65690e8e67d9cef5.jpg,533,800,0.666
255,./landmark_images/test/43.Gullfoss_Falls/6c745a848cf9d0c4.jpg,543,800,0.679
256,./landmark_images/test/43.Gullfoss_Falls/145893f962609157.jpg,531,800,0.664
257,./landmark_images/test/43.Gullfoss_Falls/7a2b917f85fc6f47.jpg,450,800,0.562
258,./landmark_images/test/43.Gullfoss_Falls/7afa7d32d422f963.jpg,600,800,0.75
259,./landmark_images/test/43.Gullfoss_Falls/5087f5c215061e6d.jpg,535,800,0.669
260,./landmark_images/test/43.Gullfoss_Falls/6d038264bc1850d2.jpg,540,800,0.675
261,./landmark_images/test/43.Gullfoss_Falls/1ebc2ece28e1cbad.jpg,533,800,0.666
262,./landmark_images/test/43.Gullfoss_Falls/0121c8e06b7d09cb.jpg,480,800,0.6
263,./landmark_images/test/43.Gullfoss_Falls/3dedf4ec3ddc6fa9.jpg,800,600,1.333
264,./landmark_images/test/43.Gullfoss_Falls/6d40b169b1364d98.jpg,230,372,0.618
265,./landmark_images/test/43.Gullfoss_Falls/0467b1c703768a18.jpg,166,800,0.208
266,./landmark_images/test/43.Gullfoss_Falls/2c471b69d1fdfcc1.jpg,533,800,0.666
267,./landmark_images/test/43.Gullfoss_Falls/4133a9d696806483.jpg,450,800,0.562
268,./landmark_images/test/43.Gullfoss_Falls/2e2ae7fff92e35bf.jpg,599,800,0.749
269,./landmark_images/test/43.Gullfoss_Falls/440aadca0b7772a0.jpg,532,800,0.665
270,./landmark_images/test/43.Gullfoss_Falls/2a9e4ffb324225a0.jpg,600,800,0.75
271,./landmark_images/test/43.Gullfoss_Falls/44ac8a7117152c85.jpg,600,800,0.75
272,./landmark_images/test/43.Gullfoss_Falls/7c8e60b5e1bd5217.jpg,367,550,0.667
273,./landmark_images/test/43.Gullfoss_Falls/400636d9d2042457.jpg,600,800,0.75
274,./landmark_images/test/43.Gullfoss_Falls/4a638d4d915ccb2c.jpg,600,800,0.75
275,./landmark_images/test/40.Stockholm_City_Hall/29cd5bca5cca8935.jpg,533,800,0.666
276,./landmark_images/test/40.Stockholm_City_Hall/249fa9f33a75e357.jpg,600,800,0.75
277,./landmark_images/test/40.Stockholm_City_Hall/314b825e3cedb0b9.jpg,303,800,0.379
278,./landmark_images/test/40.Stockholm_City_Hall/2f02b31d7dfb6e33.jpg,600,800,0.75
279,./landmark_images/test/40.Stockholm_City_Hall/13b55db86563dac5.jpg,600,800,0.75
280,./landmark_images/test/40.Stockholm_City_Hall/59108155bd66065b.jpg,600,800,0.75
281,./landmark_images/test/40.Stockholm_City_Hall/6fe320cd34bd4694.jpg,600,800,0.75
282,./landmark_images/test/40.Stockholm_City_Hall/691efdef121cc40a.jpg,471,800,0.589
283,./landmark_images/test/40.Stockholm_City_Hall/560814e703fb3559.jpg,558,800,0.698
284,./landmark_images/test/40.Stockholm_City_Hall/4e911bc09c4817a1.jpg,533,800,0.666
285,./landmark_images/test/40.Stockholm_City_Hall/30ad450f51a10ec5.jpg,493,800,0.616
286,./landmark_images/test/40.Stockholm_City_Hall/4bfd5f46fcc7a10d.jpg,323,800,0.404
287,./landmark_images/test/40.Stockholm_City_Hall/7ff8ae80607f0c07.jpg,800,533,1.501
288,./landmark_images/test/40.Stockholm_City_Hall/5500620e52b12dfc.jpg,600,800,0.75
289,./landmark_images/test/40.Stockholm_City_Hall/630c203cbac03371.jpg,533,800,0.666
290,./landmark_images/test/40.Stockholm_City_Hall/43fd26f88b7f5ed5.jpg,526,800,0.658
291,./landmark_images/test/40.Stockholm_City_Hall/421944d89c51477d.jpg,600,800,0.75
292,./landmark_images/test/40.Stockholm_City_Hall/41e94efcdef5c0e8.jpg,600,800,0.75
293,./landmark_images/test/40.Stockholm_City_Hall/7c97a93f5f94dddd.jpg,800,515,1.553
294,./landmark_images/test/40.Stockholm_City_Hall/7ded0527ac0c860b.jpg,800,375,2.133
