,labnum,label,height,width,filepath
62,46,Great_Wall_of_China,600,800,./landmark_images/test/46.Great_Wall_of_China/35acf5b2749a7da3.jpg
63,46,Great_Wall_of_China,533,800,./landmark_images/test/46.Great_Wall_of_China/75031f791afc6573.jpg
64,46,Great_Wall_of_China,600,800,./landmark_images/test/46.Great_Wall_of_China/3801feb260389a5a.jpg
65,46,Great_Wall_of_China,600,800,./landmark_images/test/46.Great_Wall_of_China/324bc1d8216c3e0b.jpg
66,46,Great_Wall_of_China,531,800,./landmark_images/test/46.Great_Wall_of_China/38eaa99b8152f471.jpg
67,46,Great_Wall_of_China,800,600,./landmark_images/test/46.Great_Wall_of_China/7ce9f226aab173e2.jpg
68,46,Great_Wall_of_China,600,800,./landmark_images/test/46.Great_Wall_of_China/069f91e3c6af74f1.jpg
69,46,Great_Wall_of_China,800,600,./landmark_images/test/46.Great_Wall_of_China/66733aa4738e8e13.jpg
70,46,Great_Wall_of_China,600,800,./landmark_images/test/46.Great_Wall_of_China/1bbafeda99b166f6.jpg
71,46,Great_Wall_of_China,600,800,./landmark_images/test/46.Great_Wall_of_China/01a7465354235975.jpg
72,46,Great_Wall_of_China,800,600,./landmark_images/test/46.Great_Wall_of_China/21be5295611cc701.jpg
73,46,Great_Wall_of_China,600,800,./landmark_images/test/46.Great_Wall_of_China/3ce8ad91fdee1474.jpg
74,46,Great_Wall_of_China,533,800,./landmark_images/test/46.Great_Wall_of_China/377390d643c68dd8.jpg
75,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/12168d631e616190.jpg
76,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/2db5a44b72c413ae.jpg
77,21,Taj_Mahal,522,800,./landmark_images/test/21.Taj_Mahal/09c5ef60dfc86f2a.jpg
78,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/7e07dd4e04247a52.jpg
79,21,Taj_Mahal,800,533,./landmark_images/test/21.Taj_Mahal/5469792e0b15c65f.jpg
80,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/73088370ccde4b24.jpg
81,21,Taj_Mahal,800,450,./landmark_images/test/21.Taj_Mahal/4b12841e7ae8f7e5.jpg
82,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/4ac6aea43cc46242.jpg
83,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/19dcac2550b63bff.jpg
84,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/728b24c757103c4c.jpg
85,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/5ace52797410136e.jpg
86,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/6136c14b44cc41d7.jpg
87,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/54a25161ebfe5a03.jpg
88,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/14a11ddef5fb84af.jpg
89,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/73616dcd202d2f66.jpg
90,21,Taj_Mahal,800,600,./landmark_images/test/21.Taj_Mahal/3b9a83fcd80c0dac.jpg
91,21,Taj_Mahal,600,800,./landmark_images/test/21.Taj_Mahal/33eb41a3fda8edde.jpg
92,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/600d1e7fbf8ceea7.jpg
93,21,Taj_Mahal,600,800,./landmark_images/test/21.Taj_Mahal/559af37cb156077a.jpg
94,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/497ec775c5d7e3d6.jpg
95,21,Taj_Mahal,600,800,./landmark_images/test/21.Taj_Mahal/1715d16791142b2d.jpg
96,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/6bd40b5502ebd8ff.jpg
97,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/36542b07d4cedd4b.jpg
98,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/0eb7f9d035f37dbe.jpg
99,21,Taj_Mahal,533,800,./landmark_images/test/21.Taj_Mahal/31355fda20ecd9bd.jpg
100,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/6183bc69574d7045.jpg
101,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/4c2fbbac5d6aec9f.jpg
102,38,Forth_Bridge,600,800,./landmark_images/test/38.Forth_Bridge/0ad136aead7bc494.jpg
103,38,Forth_Bridge,480,640,./landmark_images/test/38.Forth_Bridge/7a659bb04e93c0b3.jpg
104,38,Forth_Bridge,412,640,./landmark_images/test/38.Forth_Bridge/42de4227e08fd632.jpg
105,38,Forth_Bridge,481,640,./landmark_images/test/38.Forth_Bridge/714d01d9024270c5.jpg
106,38,Forth_Bridge,480,640,./landmark_images/test/38.Forth_Bridge/4599a879bdfee7d2.jpg
107,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/3747ee03a240fa8b.jpg
108,38,Forth_Bridge,576,800,./landmark_images/test/38.Forth_Bridge/77de58724fe34af2.jpg
109,38,Forth_Bridge,600,800,./landmark_images/test/38.Forth_Bridge/478e8f1bfb415a19.jpg
110,38,Forth_Bridge,600,800,./landmark_images/test/38.Forth_Bridge/50e3cdea618b4109.jpg
111,38,Forth_Bridge,480,640,./landmark_images/test/38.Forth_Bridge/3d39372cd0e6d576.jpg
112,38,Forth_Bridge,800,533,./landmark_images/test/38.Forth_Bridge/3c9a7dd6023d0136.jpg
113,38,Forth_Bridge,432,800,./landmark_images/test/38.Forth_Bridge/06659aa9893013f5.jpg
114,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/01e9d3a8833ee275.jpg
115,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/39f3e269e91b8119.jpg
116,38,Forth_Bridge,466,800,./landmark_images/test/38.Forth_Bridge/646160d78c38b903.jpg
117,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/3028f246f93f09ff.jpg
118,38,Forth_Bridge,480,640,./landmark_images/test/38.Forth_Bridge/7256adb420384339.jpg
119,38,Forth_Bridge,574,800,./landmark_images/test/38.Forth_Bridge/068bf4eb199e59eb.jpg
120,38,Forth_Bridge,480,640,./landmark_images/test/38.Forth_Bridge/483d3725bd3317d9.jpg
121,38,Forth_Bridge,206,800,./landmark_images/test/38.Forth_Bridge/08ad73b8de3700b8.jpg
122,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/4a2c3a3ff5efa03e.jpg
123,38,Forth_Bridge,551,800,./landmark_images/test/38.Forth_Bridge/0428a65117c36e1e.jpg
124,38,Forth_Bridge,533,800,./landmark_images/test/38.Forth_Bridge/70532316229084d0.jpg
125,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/63e7bff159779c58.jpg
126,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/2eaf8a685bf8b2e2.jpg
127,35,Monumento_a_la_Revolucion,537,800,./landmark_images/test/35.Monumento_a_la_Revolucion/69233cc3fe81059b.jpg
128,35,Monumento_a_la_Revolucion,450,800,./landmark_images/test/35.Monumento_a_la_Revolucion/7362be7ad1357d07.jpg
129,35,Monumento_a_la_Revolucion,537,800,./landmark_images/test/35.Monumento_a_la_Revolucion/5f1c0db447dfb05f.jpg
130,35,Monumento_a_la_Revolucion,800,535,./landmark_images/test/35.Monumento_a_la_Revolucion/180cc7e6f2bfe0bb.jpg
131,35,Monumento_a_la_Revolucion,800,600,./landmark_images/test/35.Monumento_a_la_Revolucion/28baa1f91187e296.jpg
132,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/1e04ab835bbb8320.jpg
133,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/040548bbb9dc7425.jpg
134,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/4b8c0aaedb26f401.jpg
135,35,Monumento_a_la_Revolucion,480,640,./landmark_images/test/35.Monumento_a_la_Revolucion/57ae5d0f31394c5a.jpg
136,35,Monumento_a_la_Revolucion,800,594,./landmark_images/test/35.Monumento_a_la_Revolucion/2e8cfa0d7bd8c23e.jpg
137,35,Monumento_a_la_Revolucion,533,800,./landmark_images/test/35.Monumento_a_la_Revolucion/1c793b20cdbb8b11.jpg
138,35,Monumento_a_la_Revolucion,800,616,./landmark_images/test/35.Monumento_a_la_Revolucion/662a6d6985e81d75.jpg
139,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/7d09acf0b06b736c.jpg
140,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/43ce4346a59c0353.jpg
141,35,Monumento_a_la_Revolucion,533,800,./landmark_images/test/35.Monumento_a_la_Revolucion/4d14611e8919d505.jpg
142,35,Monumento_a_la_Revolucion,800,600,./landmark_images/test/35.Monumento_a_la_Revolucion/0140eb5a977bcea6.jpg
143,35,Monumento_a_la_Revolucion,240,320,./landmark_images/test/35.Monumento_a_la_Revolucion/0fb22a2154b12722.jpg
144,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/5e13940bae12e175.jpg
145,35,Monumento_a_la_Revolucion,450,800,./landmark_images/test/35.Monumento_a_la_Revolucion/120e57be03601683.jpg
146,35,Monumento_a_la_Revolucion,600,800,./landmark_images/test/35.Monumento_a_la_Revolucion/4b5e7eaa7411ec7c.jpg
147,35,Monumento_a_la_Revolucion,800,600,./landmark_images/test/35.Monumento_a_la_Revolucion/4b3ce01cc9cbaa8c.jpg
148,35,Monumento_a_la_Revolucion,800,450,./landmark_images/test/35.Monumento_a_la_Revolucion/3013feaec78d5352.jpg
149,35,Monumento_a_la_Revolucion,535,800,./landmark_images/test/35.Monumento_a_la_Revolucion/7d523a0ffef38549.jpg
150,36,Badlands_National_Park,547,800,./landmark_images/test/36.Badlands_National_Park/6e63e21dcb620de6.jpg
151,36,Badlands_National_Park,535,800,./landmark_images/test/36.Badlands_National_Park/15989310a55b40a5.jpg
152,36,Badlands_National_Park,533,800,./landmark_images/test/36.Badlands_National_Park/47bbe58f724cc329.jpg
153,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/5942701f16de5b34.jpg
154,36,Badlands_National_Park,336,500,./landmark_images/test/36.Badlands_National_Park/15317c79b8fb30e3.jpg
155,36,Badlands_National_Park,533,800,./landmark_images/test/36.Badlands_National_Park/01709bcadc98418b.jpg
156,36,Badlands_National_Park,405,800,./landmark_images/test/36.Badlands_National_Park/727f615bdc086f37.jpg
157,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/2e69e9c874c304d1.jpg
158,36,Badlands_National_Park,508,800,./landmark_images/test/36.Badlands_National_Park/65a471d3122316fc.jpg
159,36,Badlands_National_Park,539,800,./landmark_images/test/36.Badlands_National_Park/15663111aa3da38f.jpg
160,36,Badlands_National_Park,647,800,./landmark_images/test/36.Badlands_National_Park/572f242d7f18982e.jpg
161,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/64d23750831f1930.jpg
162,36,Badlands_National_Park,800,545,./landmark_images/test/36.Badlands_National_Park/14bad78d4804f0bb.jpg
163,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/5a1bfacbc89acee4.jpg
164,36,Badlands_National_Park,487,800,./landmark_images/test/36.Badlands_National_Park/34a4c60886fd48c0.jpg
165,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/04e6cf0a481114a7.jpg
166,36,Badlands_National_Park,535,800,./landmark_images/test/36.Badlands_National_Park/7bd45178170d75c6.jpg
167,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/40e48b86af0248d1.jpg
168,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/7afe8e2fa386a373.jpg
169,36,Badlands_National_Park,535,800,./landmark_images/test/36.Badlands_National_Park/4dde9187cb31166e.jpg
170,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/0e3c975ccbf0442a.jpg
171,36,Badlands_National_Park,451,799,./landmark_images/test/36.Badlands_National_Park/38da0644c2e6ee83.jpg
172,36,Badlands_National_Park,600,800,./landmark_images/test/36.Badlands_National_Park/4e178cab9addddc2.jpg
173,36,Badlands_National_Park,800,598,./landmark_images/test/36.Badlands_National_Park/6edf10e73f7c8e3c.jpg
174,36,Badlands_National_Park,478,800,./landmark_images/test/36.Badlands_National_Park/42f151ced9267b6d.jpg
175,7,Stonehenge,542,800,./landmark_images/test/07.Stonehenge/36bebb5a1c69bfdf.jpg
176,7,Stonehenge,450,800,./landmark_images/test/07.Stonehenge/103c37c2afacc517.jpg
177,7,Stonehenge,600,800,./landmark_images/test/07.Stonehenge/02fe92a9489014fe.jpg
178,7,Stonehenge,533,800,./landmark_images/test/07.Stonehenge/6abac5859ec334b0.jpg
179,7,Stonehenge,450,800,./landmark_images/test/07.Stonehenge/4a85a2f499fd2e77.jpg
180,7,Stonehenge,533,800,./landmark_images/test/07.Stonehenge/279d4a45fb6c8aab.jpg
181,7,Stonehenge,535,800,./landmark_images/test/07.Stonehenge/607343c1f67abedc.jpg
182,7,Stonehenge,531,800,./landmark_images/test/07.Stonehenge/5513c33699d486bd.jpg
183,7,Stonehenge,269,800,./landmark_images/test/07.Stonehenge/6e4bd0e827ade5ab.jpg
184,7,Stonehenge,346,800,./landmark_images/test/07.Stonehenge/5831701c45048afd.jpg
185,7,Stonehenge,514,800,./landmark_images/test/07.Stonehenge/0dc994e6157dd724.jpg
186,7,Stonehenge,800,533,./landmark_images/test/07.Stonehenge/4dbc1f5237c1a344.jpg
187,7,Stonehenge,533,800,./landmark_images/test/07.Stonehenge/04d1a195c7e6c899.jpg
188,7,Stonehenge,600,800,./landmark_images/test/07.Stonehenge/44844e0d75dc1ac2.jpg
189,7,Stonehenge,533,800,./landmark_images/test/07.Stonehenge/5b022dbd3a541a37.jpg
190,7,Stonehenge,576,768,./landmark_images/test/07.Stonehenge/0b9cee1262de75c9.jpg
191,7,Stonehenge,535,800,./landmark_images/test/07.Stonehenge/7638b318b037ec06.jpg
192,7,Stonehenge,478,800,./landmark_images/test/07.Stonehenge/7cadd9ffc1d24563.jpg
193,7,Stonehenge,800,533,./landmark_images/test/07.Stonehenge/11f3cdc7f155cc69.jpg
194,7,Stonehenge,600,800,./landmark_images/test/07.Stonehenge/0fd5c6a325efeeb9.jpg
195,7,Stonehenge,533,800,./landmark_images/test/07.Stonehenge/08907936e34608e3.jpg
196,7,Stonehenge,529,800,./landmark_images/test/07.Stonehenge/350362797eaf35ff.jpg
197,7,Stonehenge,600,800,./landmark_images/test/07.Stonehenge/7b38a3fa5b58466c.jpg
198,7,Stonehenge,600,800,./landmark_images/test/07.Stonehenge/0617f09eded2ffd9.jpg
199,7,Stonehenge,531,800,./landmark_images/test/07.Stonehenge/4169404dc415eb89.jpg
200,16,Eiffel_Tower,450,800,./landmark_images/test/16.Eiffel_Tower/1862e81bd7c3121a.jpg
201,16,Eiffel_Tower,600,800,./landmark_images/test/16.Eiffel_Tower/682c2a71f5fdf970.jpg
202,16,Eiffel_Tower,800,600,./landmark_images/test/16.Eiffel_Tower/17ef15b876d5bcbd.jpg
203,16,Eiffel_Tower,450,800,./landmark_images/test/16.Eiffel_Tower/62d4f60069856c34.jpg
204,16,Eiffel_Tower,600,800,./landmark_images/test/16.Eiffel_Tower/065ef352cf97f8c3.jpg
205,16,Eiffel_Tower,450,800,./landmark_images/test/16.Eiffel_Tower/5ad80dcbdbba91b6.jpg
206,16,Eiffel_Tower,800,534,./landmark_images/test/16.Eiffel_Tower/3b29af5d2f08c164.jpg
207,16,Eiffel_Tower,533,800,./landmark_images/test/16.Eiffel_Tower/3eee787a6bbb2d03.jpg
208,16,Eiffel_Tower,600,800,./landmark_images/test/16.Eiffel_Tower/4d5545525a2ec91c.jpg
209,16,Eiffel_Tower,533,800,./landmark_images/test/16.Eiffel_Tower/4bd563c59764af05.jpg
210,16,Eiffel_Tower,533,800,./landmark_images/test/16.Eiffel_Tower/2d25fcc33e319dda.jpg
211,16,Eiffel_Tower,600,800,./landmark_images/test/16.Eiffel_Tower/316c1a027d414a43.jpg
212,16,Eiffel_Tower,600,800,./landmark_images/test/16.Eiffel_Tower/50066b5987903a45.jpg
213,16,Eiffel_Tower,533,800,./landmark_images/test/16.Eiffel_Tower/58d099b15ee74b73.jpg
214,16,Eiffel_Tower,600,800,./landmark_images/test/16.Eiffel_Tower/6f694799da1bdde9.jpg
215,16,Eiffel_Tower,800,533,./landmark_images/test/16.Eiffel_Tower/3828627c8730f160.jpg
216,16,Eiffel_Tower,799,628,./landmark_images/test/16.Eiffel_Tower/71aa1d53bc6f9198.jpg
217,16,Eiffel_Tower,800,600,./landmark_images/test/16.Eiffel_Tower/1d1b7350bd51f3fc.jpg
218,16,Eiffel_Tower,800,439,./landmark_images/test/16.Eiffel_Tower/26f82dab964ef649.jpg
219,16,Eiffel_Tower,800,529,./landmark_images/test/16.Eiffel_Tower/123f0105ff530f43.jpg
220,16,Eiffel_Tower,534,800,./landmark_images/test/16.Eiffel_Tower/0a9146ab47a7a68d.jpg
221,16,Eiffel_Tower,800,449,./landmark_images/test/16.Eiffel_Tower/2328bfff757f5820.jpg
222,16,Eiffel_Tower,800,533,./landmark_images/test/16.Eiffel_Tower/37fdaed962a8fa5c.jpg
223,16,Eiffel_Tower,450,800,./landmark_images/test/16.Eiffel_Tower/4fb924d9a0313c07.jpg
224,16,Eiffel_Tower,526,800,./landmark_images/test/16.Eiffel_Tower/72036f7d149b8d8e.jpg
225,44,Trevi_Fountain,540,713,./landmark_images/test/44.Trevi_Fountain/097ff54ab4271a6f.jpg
226,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/3d6ca4678a90ce6a.jpg
227,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/3d42dd17cd7322b3.jpg
228,44,Trevi_Fountain,449,800,./landmark_images/test/44.Trevi_Fountain/6b7ceb70db0781ac.jpg
229,44,Trevi_Fountain,534,800,./landmark_images/test/44.Trevi_Fountain/791981db7256a47d.jpg
230,44,Trevi_Fountain,524,800,./landmark_images/test/44.Trevi_Fountain/6908d51dc14b87a1.jpg
231,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/135b01344d3392c3.jpg
232,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/64ea34c265ce895a.jpg
233,44,Trevi_Fountain,800,600,./landmark_images/test/44.Trevi_Fountain/3e0165dd8209c258.jpg
234,44,Trevi_Fountain,535,800,./landmark_images/test/44.Trevi_Fountain/196b1143f79903a3.jpg
235,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/36137eabb4324714.jpg
236,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/575d3b2424c65921.jpg
237,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/64fded9b30d40632.jpg
238,44,Trevi_Fountain,591,800,./landmark_images/test/44.Trevi_Fountain/65119f4af4ca4cdc.jpg
239,44,Trevi_Fountain,800,600,./landmark_images/test/44.Trevi_Fountain/70341271f3ab0217.jpg
240,44,Trevi_Fountain,533,800,./landmark_images/test/44.Trevi_Fountain/41c52ea1d3b7593a.jpg
241,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/467a2c57fccaeafb.jpg
242,44,Trevi_Fountain,595,800,./landmark_images/test/44.Trevi_Fountain/7f3fcb73bb47d1a0.jpg
243,44,Trevi_Fountain,800,530,./landmark_images/test/44.Trevi_Fountain/0c275c292b21afd5.jpg
244,44,Trevi_Fountain,400,800,./landmark_images/test/44.Trevi_Fountain/7b2fae7e233b4d71.jpg
245,44,Trevi_Fountain,450,800,./landmark_images/test/44.Trevi_Fountain/32e249e05ba9a563.jpg
246,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/560c009f91c5c909.jpg
247,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/6506536c41ae7e26.jpg
248,44,Trevi_Fountain,800,600,./landmark_images/test/44.Trevi_Fountain/14474e0ddc701fb8.jpg
249,44,Trevi_Fountain,600,800,./landmark_images/test/44.Trevi_Fountain/1ce1d6478101ac45.jpg
250,12,Kantanagar_Temple,450,800,./landmark_images/test/12.Kantanagar_Temple/788f60516a723b04.jpg
251,12,Kantanagar_Temple,533,800,./landmark_images/test/12.Kantanagar_Temple/42c613301d1ad223.jpg
252,12,Kantanagar_Temple,531,800,./landmark_images/test/12.Kantanagar_Temple/196ae00bc090bdd2.jpg
253,12,Kantanagar_Temple,600,800,./landmark_images/test/12.Kantanagar_Temple/21f6adbb08261261.jpg
254,12,Kantanagar_Temple,533,800,./landmark_images/test/12.Kantanagar_Temple/281cfeee4d8d670f.jpg
